Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Emit_Timestamp
2020-10-26 14:37:41,220.187.190.2,138.73.104.53,51139,48462,TCP,859,Data,DNS,Rerum sapiente sed error eum voluptatum tenetur. Earum quia ipsa hic saepe. Amet non atque minus cum et. Quam molestiae voluptatum enim quia possimus in officia.,IoC Detected,76.33,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Hansh Vora,Opera/8.73.(X11; Linux i686; an-ES) Presto/2.9.172 Version/12.00,Segment C,"Farrukhabad, Haryana",66.166.204.124,Log Data,Alert Data,Firewall,2026-03-26 15:11:40
2020-08-28 04:16:09,134.153.171.232,173.74.35.63,60677,54514,TCP,717,Data,HTTP,"Quidem veniam beatae fugiat. Eos commodi quia sint dolorum.
Enim modi nostrum nisi. Nihil sapiente magnam aspernatur vitae. Unde accusamus nostrum nisi explicabo totam.",IoC Detected,81.06,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Diya Chada,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; el-CY) AppleWebKit/531.39.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.39.2",Segment A,"Raiganj, Punjab",36.208.6.68,Log Data,,Server,2026-03-26 15:11:40
2023-05-01 09:53:27,207.224.245.153,177.77.53.126,64489,17572,ICMP,65,Data,HTTP,Fugiat minima odio aspernatur aspernatur impedit. Voluptates quos hic dolorem accusantium provident. Laudantium fuga quis.,IoC Detected,66.28,,Intrusion,Known Pattern B,Logged,Medium,Tushar Kumar,Opera/8.64.(Windows NT 6.0; af-ZA) Presto/2.9.182 Version/10.00,Segment C,"Ratlam, Arunachal Pradesh",,,,Server,2026-03-26 15:11:40
2023-06-22 00:29:03,6.35.46.246,2.225.42.0,56939,44942,TCP,152,Data,HTTP,Suscipit quos ea est. Quasi placeat vero facere voluptas. Illum minima minima vitae eius consectetur numquam amet.,,88.23,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Nehmat Mangal,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.36.7 (KHTML, like Gecko) Version/4.0.4 Safari/535.36.7",Segment C,"Coimbatore, West Bengal",171.30.75.48,Log Data,,Server,2026-03-26 15:11:41
2020-01-20 12:29:17,29.245.35.57,212.138.77.165,62763,47565,ICMP,1177,Data,FTP,"At at sed nam assumenda tempore eveniet. Id asperiores sit similique.
Repudiandae cumque dolorum veniam ad molestias. Doloribus illo libero accusantium beatae.",IoC Detected,47.41,,Malware,Known Pattern A,Logged,Medium,Nayantara Rajan,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.10.5 (KHTML, like Gecko) Version/5.0.3 Safari/531.10.5",Segment C,"Dhanbad, Meghalaya",102.193.229.132,,,Firewall,2026-03-26 15:11:41
2020-10-02 02:52:01,44.209.166.54,213.163.64.138,54344,21332,UDP,485,Data,DNS,"Numquam vitae odio saepe. Aut odit animi alias laborum neque officia.
Hic expedita voluptate sit culpa nostrum. Quaerat ipsam architecto harum quasi.",IoC Detected,33.82,,DDoS,Known Pattern B,Blocked,High,Lakshay Ratta,"Mozilla/5.0 (Windows 95) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.899.0 Safari/534.0",Segment C,"Madurai, Assam",,,,Server,2026-03-26 15:11:41
2020-06-13 06:14:17,184.132.184.1,86.118.136.0,27130,57031,UDP,668,Data,DNS,Vitae delectus dolorum numquam eaque. Quod atque dolores neque laboriosam aut. Fuga laudantium fugiat at neque aspernatur.,,35.32,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Krish Balay,Opera/9.93.(Windows 98; Win 9x 4.90; gv-GB) Presto/2.9.171 Version/11.00,Segment A,"Raichur, Punjab",,,,Firewall,2026-03-26 15:11:41
2021-04-01 12:17:42,136.42.69.231,71.191.49.217,14788,37184,TCP,1353,Control,FTP,Corporis distinctio vero exercitationem laborum aliquid voluptatum. Neque enim perspiciatis molestias at qui assumenda quia. Molestias sapiente quod nulla.,IoC Detected,71.86,,Intrusion,Known Pattern A,Logged,High,Gatik Bali,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/40.0.886.0 Mobile/20L419 Safari/531.0",Segment B,"Kumbakonam, Arunachal Pradesh",,,,Firewall,2026-03-26 15:11:41
2021-05-23 09:23:34,111.251.89.131,161.65.199.1,64680,19894,TCP,372,Data,DNS,Quam debitis reprehenderit tempora voluptates. Recusandae recusandae rerum facilis corrupti consequuntur.,,12.3,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Nitya Badal,Mozilla/5.0 (Windows NT 5.0; sw-KE; rv:1.9.2.20) Gecko/6618-01-20 01:42:42 Firefox/3.6.19,Segment B,"Kakinada, Himachal Pradesh",176.128.172.29,,,Server,2026-03-26 15:11:42
2022-05-16 18:21:27,100.34.41.231,52.82.152.87,12430,25130,UDP,1498,Control,DNS,"Eveniet voluptas rem itaque veniam delectus recusandae. Temporibus perferendis quaerat doloremque recusandae. Quo laboriosam accusamus.
Totam commodi magnam quas saepe qui. Nemo error eligendi.",,82.34,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Purab Karnik,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.29.1 (KHTML, like Gecko) Version/4.1 Safari/534.29.1",Segment A,"Gopalpur, Manipur",6.156.38.10,,,Firewall,2026-03-26 15:11:42
2020-01-29 13:28:23,83.191.249.225,170.164.190.84,1084,36431,TCP,1388,Control,HTTP,"Incidunt error nulla rem hic illo. Ad soluta quaerat veritatis atque perspiciatis. Delectus sapiente sit ducimus eaque repellat.
Dolorum sed fuga et possimus. Laudantium ut cupiditate qui.",,1.22,Alert Triggered,Malware,Known Pattern A,Ignored,High,Tanya Chacko,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7 rv:3.0; mag-IN) AppleWebKit/531.22.3 (KHTML, like Gecko) Version/4.0 Safari/531.22.3",Segment A,"Alappuzha, Meghalaya",,Log Data,,Firewall,2026-03-26 15:11:42
2021-07-10 12:01:15,16.208.233.218,168.223.199.223,43386,25443,ICMP,1323,Control,FTP,Consequuntur aperiam voluptatem. Minus asperiores provident soluta nam. Labore consequatur ducimus ipsum neque.,IoC Detected,5.53,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Himmat Badal,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1),Segment C,"Bhubaneswar, Gujarat",199.199.245.218,Log Data,Alert Data,Server,2026-03-26 15:11:42
2023-04-16 05:13:43,176.147.75.202,76.86.20.65,52948,31738,ICMP,403,Data,HTTP,"Quia et officia quas. Fuga cupiditate ratione.
Ad vero commodi. Esse qui nisi a optio ullam.",IoC Detected,43.53,,DDoS,Known Pattern A,Blocked,High,Farhan Sagar,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),Segment A,"Pondicherry, Jharkhand",72.188.191.207,,Alert Data,Server,2026-03-26 15:11:42
2022-01-10 01:22:49,133.235.42.82,8.95.112.55,9503,43093,ICMP,1433,Data,FTP,Labore minima aperiam molestias. Recusandae exercitationem dignissimos fuga. Itaque molestiae fugit veritatis tenetur omnis voluptatibus vel.,IoC Detected,43.0,,Intrusion,Known Pattern A,Ignored,Medium,Jivin Ratta,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/33.0.842.0 Safari/532.1",Segment C,"Solapur, Assam",,Log Data,,Server,2026-03-26 15:11:43
2023-06-05 06:41:33,163.154.83.110,180.18.8.31,28169,35155,TCP,151,Control,DNS,Id fuga suscipit facilis. Dolores optio cumque occaecati asperiores. Recusandae reiciendis accusantium commodi dolore dolore maxime aspernatur.,IoC Detected,81.61,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Ranbir Kota,Opera/9.45.(X11; Linux i686; hne-IN) Presto/2.9.183 Version/11.00,Segment B,"Ballia, Kerala",,Log Data,Alert Data,Server,2026-03-26 15:11:43
2021-08-24 15:00:07,47.36.218.103,211.228.26.194,26099,52439,TCP,125,Control,FTP,Error explicabo numquam esse. Reiciendis accusantium ut nobis similique. Repellat eum eos facilis hic possimus.,IoC Detected,75.64,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Riaan Yogi,Opera/8.60.(X11; Linux x86_64; szl-PL) Presto/2.9.166 Version/12.00,Segment A,"Jalna, West Bengal",2.101.51.212,,Alert Data,Server,2026-03-26 15:11:43
2022-02-21 20:52:10,67.235.47.101,7.112.38.7,26732,6466,UDP,536,Data,DNS,"Dolorem sit quo temporibus incidunt saepe. Error esse recusandae blanditiis occaecati natus cupiditate.
Nemo aut ipsam beatae soluta ullam est. Similique repudiandae inventore.",IoC Detected,69.94,Alert Triggered,Malware,Known Pattern A,Blocked,High,Jhanvi Iyer,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/47.0.803.0 Mobile/96U220 Safari/536.0",Segment A,"Hindupur, Andhra Pradesh",,Log Data,Alert Data,Firewall,2026-03-26 15:11:43
2020-07-09 14:16:45,76.53.56.22,77.33.1.194,24159,55612,ICMP,868,Control,DNS,"Dignissimos corrupti architecto ullam. Reprehenderit consectetur saepe. Quo maxime enim distinctio eveniet.
Sunt illum quasi molestias fugiat. Accusantium temporibus debitis consequuntur quae.",IoC Detected,54.94,,Intrusion,Known Pattern B,Logged,Low,Heer Barman,Opera/8.49.(X11; Linux i686; gu-IN) Presto/2.9.160 Version/12.00,Segment B,"Udupi, Bihar",,,,Server,2026-03-26 15:11:43
2020-05-06 19:58:24,12.116.94.168,53.223.248.168,57452,35049,UDP,480,Data,HTTP,"Id quaerat dolor dignissimos maiores. Tempore qui consequuntur dolor pariatur saepe quis.
Quaerat quae amet velit necessitatibus iure. Corrupti itaque non omnis.",,96.16,,Intrusion,Known Pattern A,Logged,Low,Saanvi Sibal,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ig-NG) AppleWebKit/534.22.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.22.2",Segment A,"Nandyal, Karnataka",44.181.54.204,,Alert Data,Server,2026-03-26 15:11:44
2023-09-24 03:42:05,149.1.40.107,3.69.18.181,62737,52136,TCP,676,Data,DNS,Nobis non harum quo veritatis sed quaerat. Neque aliquid deleniti molestiae. Expedita voluptas sint numquam similique deserunt non.,,17.5,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Farhan Kaul,Opera/8.11.(X11; Linux x86_64; ks-IN) Presto/2.9.166 Version/10.00,Segment B,"Kolkata, Kerala",,Log Data,Alert Data,Server,2026-03-26 15:11:44
2021-07-24 22:10:09,120.16.251.107,206.87.56.177,44775,22596,ICMP,544,Control,DNS,Minus deleniti ratione consectetur non. Voluptates ipsum nobis earum molestiae deserunt ipsam. Sit harum provident cum quaerat libero sequi.,IoC Detected,69.34,,DDoS,Known Pattern B,Logged,High,Alisha Roy,Opera/9.48.(X11; Linux i686; sl-SI) Presto/2.9.178 Version/10.00,Segment B,"Varanasi, Goa",,Log Data,,Server,2026-03-26 15:11:44
2022-01-19 21:54:11,167.163.170.39,33.154.112.61,13626,55091,UDP,181,Control,FTP,Quasi culpa natus eveniet omnis quos voluptas. Rerum alias repudiandae eaque cum natus inventore. Delectus omnis optio autem harum natus quasi.,IoC Detected,50.9,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Taran Sarma,Mozilla/5.0 (Windows NT 10.0; wa-BE; rv:1.9.0.20) Gecko/4248-08-27 08:36:42 Firefox/3.8,Segment C,"Guntur, Arunachal Pradesh",,,,Firewall,2026-03-26 15:11:44
2021-05-05 12:13:32,218.71.147.124,95.140.245.91,61516,20388,ICMP,756,Data,FTP,Nobis sequi ex atque neque omnis quasi eaque. Maxime ipsum sunt natus. Debitis eaque sit dolor deleniti tenetur aperiam impedit.,,75.27,,DDoS,Known Pattern A,Ignored,High,Biju Yohannan,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0),Segment C,"Pudukkottai, Karnataka",43.223.81.24,Log Data,Alert Data,Server,2026-03-26 15:11:44
2022-01-31 16:58:13,177.199.88.153,174.84.165.26,63046,53854,TCP,568,Data,DNS,Numquam blanditiis voluptatem corrupti voluptatum quibusdam ad deserunt. Nobis aliquid cupiditate quas nemo enim. Necessitatibus nobis non quidem distinctio similique deleniti.,,65.31,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Inaaya  Karnik,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_9; rv:1.9.2.20) Gecko/6234-11-06 10:30:37 Firefox/9.0,Segment C,"Mau, Rajasthan",87.80.71.192,,,Firewall,2026-03-26 15:11:45
2021-12-28 07:43:59,92.172.74.116,206.217.84.201,20599,13043,ICMP,614,Control,HTTP,Delectus totam officia optio. Rem temporibus repudiandae laboriosam ut voluptatibus est nostrum. Repudiandae ipsum maiores veritatis.,,37.15,,Intrusion,Known Pattern A,Ignored,Medium,Lakshit Sabharwal,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/12.1o9212.0 Mobile/45V185 Safari/536.2",Segment B,"Latur, Andhra Pradesh",,,Alert Data,Firewall,2026-03-26 15:11:45
2022-08-11 22:24:59,30.232.96.255,64.90.32.70,55057,45637,UDP,1037,Data,DNS,Totam aliquid sunt minus veniam quibusdam. Nisi odio dignissimos ex minus perspiciatis.,,54.24,,Malware,Known Pattern B,Blocked,Medium,Jiya Soman,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/9.0m6952.0 Mobile/45B439 Safari/535.1",Segment C,"Rajkot, Maharashtra",11.198.198.12,Log Data,,Server,2026-03-26 15:11:45
2023-02-24 02:34:05,179.190.118.197,41.146.78.177,15269,43515,UDP,1078,Data,DNS,"Tempore non expedita non quam ab rem.
Voluptate eos consequuntur quos illum. Consectetur nulla praesentium cumque quibusdam ex. Ut unde dolore praesentium quidem hic.",IoC Detected,20.09,,DDoS,Known Pattern B,Logged,High,Adah Dube,Mozilla/5.0 (Android 2.3.6; Mobile; rv:8.0) Gecko/8.0 Firefox/8.0,Segment C,"Shahjahanpur, Odisha",,Log Data,,Server,2026-03-26 15:11:45
2021-11-26 06:04:41,160.216.149.219,106.228.220.140,61439,47050,ICMP,251,Data,HTTP,Debitis magnam temporibus beatae eveniet. Libero officiis dolorum libero.,IoC Detected,70.19,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Anvi Chowdhury,Opera/9.40.(X11; Linux x86_64; sl-SI) Presto/2.9.190 Version/12.00,Segment B,"Purnia, Sikkim",134.10.26.233,Log Data,Alert Data,Firewall,2026-03-26 15:11:45
2022-03-06 12:55:20,148.252.163.164,111.182.151.30,22635,32590,TCP,641,Data,FTP,"Suscipit reiciendis atque fuga quia. Cum nobis eaque eaque ad beatae maxime.
Facere aliquid ad. Neque aspernatur quam illum illum.",,95.39,,DDoS,Known Pattern A,Logged,Low,Indranil Walia,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/14.3e8957.0 Mobile/91M426 Safari/532.1",Segment C,"Giridih, Bihar",,,,Firewall,2026-03-26 15:11:46
2022-02-26 02:16:49,90.242.78.226,199.31.5.137,32420,21108,UDP,287,Control,FTP,"Illum recusandae dolores nisi veritatis sit. Blanditiis modi nesciunt quis illo fugit dolore.
Veniam vel aliquam. Porro molestiae autem magnam.",IoC Detected,19.4,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Arnav Buch,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5; rv:1.9.6.20) Gecko/5871-09-05 17:01:21 Firefox/9.0,Segment B,"Jamnagar, Uttarakhand",,Log Data,,Firewall,2026-03-26 15:11:46
2022-06-16 02:26:50,39.123.242.124,154.75.102.43,56615,30051,UDP,362,Control,DNS,"Suscipit modi reiciendis impedit et accusamus nam officiis. Laudantium nostrum quia maxime at.
Blanditiis reprehenderit sit adipisci veniam aliquid. Ipsa ipsa laborum at.",,99.3,,Malware,Known Pattern A,Blocked,Low,Kashvi Raju,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),Segment C,"Aurangabad, Rajasthan",,,Alert Data,Server,2026-03-26 15:11:46
2020-01-31 06:46:02,92.4.70.16,197.92.43.49,21595,45012,UDP,282,Control,FTP,"Rerum reprehenderit pariatur architecto ratione rerum. Tempora sapiente quaerat ducimus id.
Sapiente aliquam ut vel. Molestias pariatur ea officiis aspernatur laudantium maxime natus.",IoC Detected,82.32,,DDoS,Known Pattern A,Ignored,Medium,Baiju Ramakrishnan,Opera/9.61.(X11; Linux x86_64; zu-ZA) Presto/2.9.188 Version/12.00,Segment A,"Chandrapur, Assam",180.107.152.231,,Alert Data,Server,2026-03-26 15:11:46
2022-02-20 09:38:33,59.88.109.162,121.254.57.182,15604,62996,UDP,309,Data,FTP,Ratione magnam recusandae accusamus. Aperiam optio vel. Quaerat laudantium quidem commodi.,IoC Detected,40.58,,Intrusion,Known Pattern A,Logged,Low,Inaaya  Kapur,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1),Segment C,"Kadapa, Haryana",170.207.39.30,Log Data,,Firewall,2026-03-26 15:11:46
2021-07-11 17:35:55,16.4.157.153,8.51.79.183,45461,13701,TCP,1130,Data,FTP,Enim nihil assumenda nam aliquid dolore. Omnis ea accusantium. Neque cupiditate perspiciatis rem.,,78.84,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Divit Devi,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; the-NP) AppleWebKit/534.48.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.48.3",Segment B,"Kamarhati, Telangana",65.226.132.62,Log Data,,Firewall,2026-03-26 15:11:47
2022-03-02 02:57:41,68.110.142.232,114.178.88.199,10529,1258,TCP,503,Control,DNS,Aspernatur voluptates alias nisi laboriosam natus libero. Cupiditate quasi deleniti labore explicabo.,IoC Detected,71.94,,DDoS,Known Pattern B,Logged,Low,Siya Dugar,"Mozilla/5.0 (Windows CE) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/38.0.816.0 Safari/535.0",Segment C,"Gandhidham, Bihar",195.89.75.96,Log Data,,Firewall,2026-03-26 15:11:47
2022-01-24 13:32:17,54.110.38.158,217.172.136.195,35615,16800,TCP,750,Data,HTTP,"Cumque quibusdam excepturi aliquid minima neque cupiditate consectetur.
Rerum atque totam alias ullam enim.",IoC Detected,22.27,,DDoS,Known Pattern A,Logged,Low,Miraya Varghese,Opera/9.49.(Windows CE; om-ET) Presto/2.9.164 Version/11.00,Segment A,"Ulhasnagar, Arunachal Pradesh",,Log Data,,Server,2026-03-26 15:11:47
2022-09-02 04:12:17,139.12.207.50,219.227.170.16,48041,42600,TCP,96,Control,FTP,Ad vitae fuga quo quam laboriosam. Ab libero occaecati.,,26.59,,DDoS,Known Pattern B,Logged,Low,Myra Kuruvilla,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/58.0.847.0 Safari/534.0",Segment C,"Hyderabad, Haryana",36.250.221.122,,,Server,2026-03-26 15:11:47
2023-08-22 13:03:57,68.208.132.255,9.202.8.110,27837,17025,TCP,1188,Control,HTTP,Officia dicta facere dicta dolor earum repellat. Consectetur porro sit labore eius culpa quam. Assumenda reprehenderit qui ipsum eaque ut.,,76.62,,DDoS,Known Pattern A,Logged,High,Nirvi Rajagopal,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nhn-MX) AppleWebKit/533.25.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.25.4",Segment A,"Satna, Rajasthan",148.239.82.203,Log Data,Alert Data,Firewall,2026-03-26 15:11:47
2022-09-15 15:03:30,165.236.65.56,179.14.188.197,22007,53586,ICMP,963,Data,HTTP,"Tempora sequi nobis exercitationem amet mollitia. Quod totam laboriosam nemo ea id cum.
Qui laudantium iure impedit. Error distinctio consequatur sed deserunt recusandae.",,84.72,Alert Triggered,DDoS,Known Pattern B,Logged,High,Nakul Sharma,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5 rv:3.0; tl-PH) AppleWebKit/531.40.2 (KHTML, like Gecko) Version/5.0 Safari/531.40.2",Segment B,"Dharmavaram, Haryana",,Log Data,,Server,2026-03-26 15:11:48
2023-02-04 06:28:34,122.190.180.89,139.208.63.92,59392,21068,ICMP,227,Data,FTP,"Culpa quidem vero id. Ex voluptatum vitae quidem nobis assumenda sint.
Reprehenderit voluptatem aliquam quisquam maiores harum rem. Cumque rerum tempore quasi.",,13.19,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Shray Jha,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/30.0.873.0 Safari/533.0",Segment C,"Mangalore, Maharashtra",,,Alert Data,Firewall,2026-03-26 15:11:48
2021-11-28 02:04:39,68.49.79.172,208.107.56.182,46751,12641,ICMP,978,Control,HTTP,"Reiciendis amet voluptate quod porro. A cupiditate assumenda repellat.
Voluptates sed culpa odio molestias. Omnis culpa eveniet reiciendis.",IoC Detected,59.67,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Vidur Gola,"Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/16.0.888.0 Safari/536.0",Segment B,"Pudukkottai, Haryana",,Log Data,Alert Data,Firewall,2026-03-26 15:11:48
2020-04-17 19:55:39,104.119.55.108,20.95.223.17,62729,20155,TCP,470,Data,FTP,Dicta commodi blanditiis est. Quam laudantium voluptates maxime libero officiis ullam repudiandae.,,36.86,,Intrusion,Known Pattern A,Blocked,High,Jivika Jayaraman,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; zu-ZA) AppleWebKit/534.1.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6534.1.5",Segment B,"Begusarai, Uttarakhand",22.145.141.47,,,Server,2026-03-26 15:11:48
2023-05-28 09:56:39,113.76.99.29,113.162.157.23,63835,28193,ICMP,918,Data,DNS,Saepe tempora saepe cum. Quaerat tempore odit consequatur illo eligendi.,,3.22,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Diya Chaudry,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sk-SK) AppleWebKit/532.35.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.35.3",Segment C,"Guwahati, Nagaland",,,Alert Data,Server,2026-03-26 15:11:48
2021-12-16 08:53:37,95.221.166.102,36.181.193.176,48974,18697,UDP,169,Control,HTTP,Reiciendis vel laudantium velit cupiditate beatae consequatur. Nemo reiciendis accusantium non aut iusto. Ab eius praesentium rerum ullam assumenda assumenda.,,56.43,,Intrusion,Known Pattern A,Blocked,Low,Adira Sahota,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),Segment A,"Haridwar, Andhra Pradesh",,,Alert Data,Firewall,2026-03-26 15:11:49
2020-02-15 12:03:24,196.181.59.207,142.202.217.69,24314,25912,UDP,1449,Control,FTP,"Beatae vero nihil aut placeat est doloribus. Harum rem iure inventore modi inventore placeat.
Dolor pariatur magnam beatae earum. Itaque sint sequi unde explicabo.",IoC Detected,13.88,,Malware,Known Pattern B,Logged,High,Oorja Agarwal,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/34.0.810.0 Safari/533.0",Segment C,"Khammam, Haryana",96.125.233.103,,Alert Data,Server,2026-03-26 15:11:49
2022-09-28 08:26:31,178.40.47.57,70.150.156.196,60096,33384,TCP,1462,Control,HTTP,"Vitae voluptas laboriosam quam officiis ut harum.
Ut porro earum deleniti explicabo voluptates blanditiis. Laudantium reiciendis expedita dicta iste modi nulla.",IoC Detected,8.12,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Samaira Yohannan,Opera/8.17.(X11; Linux x86_64; pa-PK) Presto/2.9.165 Version/11.00,Segment A,"Firozabad, Madhya Pradesh",,Log Data,,Server,2026-03-26 15:11:49
2021-12-13 10:37:22,173.173.143.142,34.195.38.137,50423,11141,UDP,98,Data,HTTP,"Iusto quia iste cum modi. Minima ad amet.
Exercitationem ad quia. Ex quae magni accusantium odit.
Neque nihil suscipit aperiam repudiandae corporis. Maiores reiciendis harum quam ipsam.",IoC Detected,43.4,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Pranay Gandhi,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.48.7 (KHTML, like Gecko) Version/5.0.5 Safari/533.48.7",Segment C,"Jaunpur, Andhra Pradesh",,,Alert Data,Server,2026-03-26 15:11:49
2020-06-08 00:15:25,61.117.133.168,194.149.186.231,55490,38187,UDP,1188,Control,FTP,"Nam modi temporibus inventore. Ullam unde officia recusandae a nemo.
At necessitatibus cum. Odio ut accusamus dignissimos dolor itaque in.",IoC Detected,36.73,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Samar Dhar,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/7935-02-12 18:52:20 Firefox/3.6.1,Segment C,"Kulti, Chhattisgarh",208.215.204.110,,Alert Data,Server,2026-03-26 15:11:49
2022-08-13 23:45:39,145.74.141.241,185.242.94.9,51409,50337,TCP,195,Control,HTTP,"Illum minima quibusdam soluta repudiandae a. Dolor distinctio amet libero natus voluptate incidunt.
Error quis cum. Voluptate inventore natus nulla. Dolores rerum numquam architecto laudantium.",,4.86,,Malware,Known Pattern B,Ignored,Low,Heer Ravel,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ve-ZA) AppleWebKit/531.49.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.49.4",Segment C,"Ghaziabad, Bihar",,,Alert Data,Server,2026-03-26 15:11:50
2022-07-14 18:03:07,115.221.182.3,202.133.197.18,2886,7548,TCP,815,Data,FTP,Suscipit quia delectus repudiandae. Necessitatibus distinctio natus reiciendis impedit perspiciatis.,IoC Detected,0.96,,DDoS,Known Pattern A,Logged,Medium,Ivan Sachdev,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.0),Segment C,"Ambarnath, Odisha",,Log Data,,Server,2026-03-26 15:11:50
2021-02-20 05:25:29,220.171.124.74,80.60.209.122,60498,13341,TCP,1217,Data,HTTP,Fugit necessitatibus perspiciatis quod. Accusamus minima libero fugit ducimus quas. Dolor impedit impedit nobis quod eius pariatur aspernatur.,IoC Detected,5.99,,DDoS,Known Pattern A,Logged,Low,Indrajit Subramaniam,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7419-04-22 01:45:55 Firefox/3.6.12,Segment A,"Kota, Jharkhand",,,Alert Data,Firewall,2026-03-26 15:11:50
